context,donor,projectCode,projectTitle,projectOwner,projectOwnerType,implementingPartner,implementingPartnerType,cluster,activity,startDate,endDate,status,province,district,activityTargetNumber,activityAchievedNumber,activityUnit,familiesTarget,woomenTarget,menTartet,girlsTarget,boysTarget,otherBeneficiariesTarget,families,women,men,girls,boys,otherBeneficiaries,distCode
SRP,"Ministry of Foreign Affairs, Norwey, ECHO Fund",,"Emergency Child Protection and Psychosocial Support for Conflict-affected Children of Khyber Agency, Pakistan",Save the Children,INGO,Save the Children,INGO,Protection/CP,Number of individuals reached by Child Protection Committees through awareness activities,1-Sep-12,30-Jun-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,48,48,Committees,,"10,541","9,730","11,772","10,917",,,"11,565","10,707","12,788","11,804",,219
SRP,"Ministry of Foreign Affairs, Norwey, ECHO Fund",,"Emergency Child Protection and Psychosocial Support for Conflict-affected Children of Khyber Agency, Pakistan",Save the Children,INGO,Save the Children,INGO,Protection/CP,Number of Individuals trained/ oriented in key components in Child Protection gender disaggregated,1-Sep-12,30-Jun-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,520,467,No of events/ sessions,,,,"5,200","4,800",,,"3,806",,"8,249","10,141",,219
SRP,"Ministry of Foreign Affairs, Norwey, ECHO Fund",,"Emergency Child Protection and Psychosocial Support for Conflict-affected Children of Khyber Agency, Pakistan",Save the Children,INGO,Save the Children,INGO,Protection/CP,"Number of children referred to service providers, gender disaggregated",1-Sep-12,30-Jun-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,"1,000",804,Cases,,,,500,500,,,,,414,390,,219
SRP,DANISH Fund/ CERF Fund,,Continuation of Child Protection activities on volunteer basis in New Durrani camp in Child Firnedly Spaces established by UNICEF (Project closed on 31st Dec 2013),UNICEF,UN,Pakistan Village Development Program (PVDP),NGO,Protection/CP,Number of children and women attending protective spaces/ CFS,13-Jun-13,14-Feb-14,Completed,FATA,Kurram Agency,36,36,Mobile Outreach locations,,500,,"3,906","3,906",,,"1,307",,"4,463","5,118",,403
SRP,DANISH Fund/ CERF Fund,,Continuation of Child Protection activities on volunteer basis in New Durrani camp in Child Firnedly Spaces established by UNICEF (Project closed on 31st Dec 2013),UNICEF,UN,Pakistan Village Development Program (PVDP),NGO,Protection/CP,Number of individuals reached by Child Protection Committees through awareness activities,13-Jun-13,14-Feb-14,Completed,FATA,Kurram Agency,36,36,Committees,,"5,610","5,000","5,320","5,512",,,"4,275","3,930","4,722","4,376",,403
SRP,DANISH Fund/ CERF Fund,,Continuation of Child Protection activities on volunteer basis in New Durrani camp in Child Firnedly Spaces established by UNICEF (Project closed on 31st Dec 2013),UNICEF,UN,Pakistan Village Development Program (PVDP),NGO,Protection/CP,"Number of children referred to service providers, gender disaggregated",13-Jun-13,14-Feb-14,Completed,FATA,Kurram Agency,150,406,Cases,,450,,650,650,,,282,3,590,450,,403
SRP,DANISH Fund/ CERF Fund,,Continuation of Child Protection activities on volunteer basis in New Durrani camp in Child Firnedly Spaces established by UNICEF (Project closed on 31st Dec 2013),UNICEF,UN,Pakistan Village Development Program (PVDP),NGO,Protection/CP,Number of Individuals trained/ oriented in key components in Child Protection gender disaggregated,13-Jun-13,14-Feb-14,Completed,FATA,Kurram Agency,500,545,No of events/ sessions,,100,,200,200,,,"1,307",,"4,463","5,118",,403
SRP,DANISH Fund/ CERF Fund,,Continuation of Child Protection activities on volunteer basis in New Durrani camp in Child Firnedly Spaces established by UNICEF (Project closed on 31st Dec 2013),UNICEF,UN,Pakistan Village Development Program (PVDP),NGO,Protection/CP,Number of children and women attending protective spaces/ CFS,13-Jun-13,14-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,24,24,Mobile Outreach locations,,"2,635","2,432","2,604","2,604",,,"1,973",336,"1,799","2,686",,211
SRP,DANISH Fund/ CERF Fund,,Continuation of Child Protection activities on volunteer basis in New Durrani camp in Child Firnedly Spaces established by UNICEF (Project closed on 31st Dec 2013),UNICEF,UN,Pakistan Village Development Program (PVDP),NGO,Protection/CP,Number of individuals reached by Child Protection Committees through awareness activities,13-Jun-13,14-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,24,24,Committees,,"3,516","5,000","3,215","5,215",,,"9,666","8,922","10,795","9,965",,211
SRP,DANISH Fund/ CERF Fund,,Continuation of Child Protection activities on volunteer basis in New Durrani camp in Child Firnedly Spaces established by UNICEF (Project closed on 31st Dec 2013),UNICEF,UN,Pakistan Village Development Program (PVDP),NGO,Protection/CP,"Number of children referred to service providers, gender disaggregated",13-Jun-13,14-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,150,"1,550",Cases,,450,,650,650,,,513,12,401,730,,211
SRP,DANISH Fund/ CERF Fund,,Continuation of Child Protection activities on volunteer basis in New Durrani camp in Child Firnedly Spaces established by UNICEF (Project closed on 31st Dec 2013),UNICEF,UN,Pakistan Village Development Program (PVDP),NGO,Protection/CP,Number of Individuals trained/ oriented in key components in Child Protection gender disaggregated,13-Jun-13,14-Feb-14,Completed,Khyber Pakhtunkhwa,Kohat,500,682,No of events/ sessions,,"2,635","2,432","2,604","2,604",,,"1,862","1,787","1,678","2,518",,211
SRP,Australian NatCom,,"Enhanced protection of IDPs girls, boys and women in Togh Sarai and off camps Hangu-Khyber Pakhtunkhwa",UNICEF,UN,Pakistan Village Development Program (PVDP),NGO,Protection/CP,Number of children and women attending protective spaces/ CFS,15-Jun-12,14-Feb-14,Completed,Khyber Pakhtunkhwa,Hangu,3,3,PLaCES,,605,,462,462,,,528,,305,360,,208
SRP,Australian NatCom,,"Enhanced protection of IDPs girls, boys and women in Togh Sarai and off camps Hangu-Khyber Pakhtunkhwa",UNICEF,UN,Pakistan Village Development Program (PVDP),NGO,Protection/CP,Number of individuals reached by Child Protection Committees through awareness activities,15-Jun-12,14-Feb-14,Completed,Khyber Pakhtunkhwa,Hangu,9,9,Committees,,"2,730","2,500","2,630","2,612",,,804,742,935,864,,208
SRP,Australian NatCom,,"Enhanced protection of IDPs girls, boys and women in Togh Sarai and off camps Hangu-Khyber Pakhtunkhwa",UNICEF,UN,Pakistan Village Development Program (PVDP),NGO,Protection/CP,Number of Individuals trained/ oriented in key components in Child Protection gender disaggregated,15-Jun-12,14-Feb-14,Completed,Khyber Pakhtunkhwa,Hangu,150,42,No of events/ sessions,,600,600,600,"1,800",,,528,,305,360,,208
SRP,Australian NatCom,,"Enhanced protection of IDPs girls, boys and women in Togh Sarai and off camps Hangu-Khyber Pakhtunkhwa",UNICEF,UN,Pakistan Village Development Program (PVDP),NGO,Protection/CP,"Number of children referred to service providers, gender disaggregated",15-Jun-12,14-Feb-14,Completed,Khyber Pakhtunkhwa,Hangu,"7,340",90,Cases,,"3,025",,"2,157","2,158",,,41,,33,52,,208
Non SRP,UNFPA,PAK0801B,Provision of multi-sectoral Gender Based Violence services for IDPs in Peshawar,Bent-e-Hawa Peace and Development Organization (BPDO),NGO,Bent-e-Hawa Peace and Development Organization (BPDO),NGO,Protection/GBV, Hiring of Human Resource ,4-Feb-14,10-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,1,1,Staff Selection,,,,,,, - , - , - , - , - ,,219
,UNFPA,PAK0801B,Provision of multi-sectoral Gender Based Violence services for IDPs in Peshawar,Bent-e-Hawa Peace and Development Organization (BPDO),NGO,Bent-e-Hawa Peace and Development Organization (BPDO),NGO,Protection/GBV, Establishment of Strong Referral Mechanism ,15-Mar-14,30-Jun-14,Ongoing,Khyber Pakhtunkhwa,Peshawar, - , - ,-, - , - , - , - , - ,, - , - , - , - , - ,,219
,UNFPA,PAK0801B,Provision of multi-sectoral Gender Based Violence services for IDPs in Peshawar,Bent-e-Hawa Peace and Development Organization (BPDO),NGO,Bent-e-Hawa Peace and Development Organization (BPDO),NGO,Protection/GBV, Establishment of Strong Referral Mechanism ,15-Mar-14,30-Jun-14,Ongoing,Khyber Pakhtunkhwa,Peshawar, - ,8,Meetings, - , - , - , - , - ,, - , - , - , - , - ,,219
,UNFPA,PAK0801B,Provision of multi-sectoral Gender Based Violence services for IDPs in Peshawar,Bent-e-Hawa Peace and Development Organization (BPDO),NGO,Bent-e-Hawa Peace and Development Organization (BPDO),NGO,Protection/GBV, Establishment of Strong Referral Mechanism ,15-Mar-14,30-Jun-14,Ongoing,Khyber Pakhtunkhwa,Peshawar, - ,6,LOUs, - , - , - , - , - ,, - , - , - , - , - ,,219
,UNFPA,PAK0801B,Provision of multi-sectoral Gender Based Violence services for IDPs in Peshawar,Bent-e-Hawa Peace and Development Organization (BPDO),NGO,Bent-e-Hawa Peace and Development Organization (BPDO),NGO,Protection/GBV, Coordination With Stakeholders ,1-Mar-14,30-Jun-14,Ongoing,Khyber Pakhtunkhwa,Peshawar, - ,10,Meetings, - , - , - , - , - ,, - , - , - , - , - ,,219
Non SRP,UNFPA,PAK0810B,Provision of multi-sectoral GBV services to the IDPs of South Waziristan Agency,UNFPA,UN,AICD,NGO,Protection/GBV, Meeting with Political administration and Army at sara Rogha ,19-Mar-14,,Ongoing,FATA,South Waziristan Agency,,,sessions ,,500,400,,,,,,,,,,407
Non SRP,UNFPA,PAK0810B,Provision of multi-sectoral GBV services to the IDPs of South Waziristan Agency,UNFPA,UN,AICD,NGO,Protection/GBV, Meeting with District administration ,20-Mar-14,,Ongoing,Khyber Pakhtunkhwa,Tank,,,sessions ,,"1,150",750,,,,,,,,,,229
Non SRP,UNHCR,UNHCR/PAK01/2014/Pillar 4/0000000575/000,Protection /Community Services & Site Maintenance,UNHCR,UN,CERD,NGO,Protection/GBV,Vocational training,1-Jan-14,,Ongoing,Khyber Pakhtunkhwa,Hangu,3,3,Event,,75,,,,,,75,,,,,208
Non SRP,UNHCR,UNHCR/PAK01/2014/Pillar 4/0000000575/000,Protection /Community Services & Site Maintenance,UNHCR,UN,CERD,NGO,Protection/GBV,Advocay and awarness raising,1-Jan-14,,Ongoing,Khyber Pakhtunkhwa,Hangu,15,15,sessions ,,150,,,,,,150,,,,,208
Non SRP,UNHCR,UNHCR/PAK01/2014/Pillar 4/0000000575/000,Protection /Community Services & Site Maintenance,UNHCR,UN,CERD,NGO,Protection/GBV,Vocational training,1-Jan-14,,Ongoing,FATA,Kurram Agency,3,3,Events,,75,,,,,,75,,,,,403
Non SRP,UNHCR,UNHCR/PAK01/2014/Pillar 4/0000000575/000,Protection /Community Services & Site Maintenance,UNHCR,UN,CERD,NGO,Protection/GBV,Advocay and awarness raising,1-Jan-14,,Ongoing,FATA,Kurram Agency,15,15,sessions ,,150,,,,,,150,,,,,403
Non SRP,The Asia Foundation,Project No. 31797,Access to Justice for vulnerable population in Swat,The Asia Foundation,INGO,The Awakening,NGO,Protection/GBV,Number of Individual provided free legal aid,24-Feb-14,31-May-16,Ongoing,Khyber Pakhtunkhwa,Swat,60,1,Free Legal Aid,60,,,,,,,,,,,,222
SRP,Provincial Commission on status of Women (PCSW),Prog-1/ltr.483,Effects of Displacement on Women,Provincial Commission on status of Women (PCSW),Govt.,Resource Organization for Advancement & Developmetn (ROAD),NGO,Protection/GBV,,16-Jan-14,30-Apr-14,Ongoing,Khyber Pakhtunkhwa,"Peshawar, D.I.Khan, Bara, Kurram, Orakzai,",, in Process ,Research study on effects of displacement on women. In camps and IDPs hosting areas of KPK,58,210,140,,,,,,,,,,219
SRP,DFID,203967-110,"Creating Access, Creating Hope:  
Strengthening services for women and girls survivors of violence in 5 safe spaces in Jalozai IDP camp and Peshawar
",International Rescue Committee (IRC),INGO,PAIMAN,INGO,Protection/GBV,"Number of women-led psychosocial, skill-building or life-skills training sessions",17-Mar-14,18-Mar-14,Completed,Khyber Pakhtunkhwa,Nowshera,60,2,Safe Space activities ,,107,,,,,,107,,,,,218
SRP,ERF,Pak-079,"Provision of protection services to older people and persons with disabilities off camp IDPs of terrah valley living in Nowshehra, peshawar and kohat.",Helpage International,INGO,Rural development project,NGO,Protection/ADTF,Number of older persons consulted,2-Sep-14,1-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,5,5,"Monitoring,refferal and advocay network( MRA)",,20,30,,,,,31,36,,,,211
SRP,ERF,Pak-079,"Provision of protection services to older people and persons with disabilities off camp IDPs of terrah valley living in Nowshehra, peshawar and kohat.",Helpage International,INGO,Rural development project,NGO,Protection/ADTF,Number of older persons consulted,2-Sep-14,1-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,20,17,"Monitoring,refferal and advocay network( MRA)",,70,100,,,,,117,132,,,,219
SRP,ERF,Pak-079,"Provision of protection services to older people and persons with disabilities off camp IDPs of terrah valley living in Nowshehra, peshawar and kohat.",Helpage International,INGO,Rural development project,NGO,Protection/ADTF,Number of older persons consulted,2-Sep-14,1-Mar-14,Completed,Khyber Pakhtunkhwa,Nowshera,5,8,"Monitoring,refferal and advocay network( MRA)",,40,40,,,,,67,66,,,,218
SRP,ERF,Pak-079,"Provision of protection services to older people and persons with disabilities off camp IDPs of terrah valley living in Nowshehra, peshawar and kohat.",Helpage International,INGO,Rural development project,NGO,Protection/ADTF,Number of older persons consulted,2-Sep-14,1-Mar-14,Completed,Khyber Pakhtunkhwa,"Kohat, Peshawar and Nowshehra",,"21,914","Sex,age and desagregated data(SADD) collection","3,159","3,903","4,816",,,,"3,159","5,054","5,202",,,,211
SRP,ERF,Pak-079,"Provision of protection services to older people and persons with disabilities off camp IDPs of terrah valley living in Nowshehra, peshawar and kohat.",Helpage International,INGO,Rural development project,NGO,Protection/ADTF,Number of PWDs provided with specialized assistance,2-Sep-14,1-Mar-14,Completed,Khyber Pakhtunkhwa,"Kohat, Peshawar and Nowshehra",,603,Psycho-social support to PWDs and older people,,,,,,,,247,213,93,50,,211
SRP,ERF,Pak-079,"Provision of protection services to older people and persons with disabilities off camp IDPs of terrah valley living in Nowshehra, peshawar and kohat.",Helpage International,INGO,Rural development project,NGO,Protection/ADTF,Number of  linkages and data sharing workshop arranged,2-Sep-14,1-Mar-14,Completed,Khyber Pakhtunkhwa,"Kohat, Peshawar and Nowshehra",5,5,linkages development and data shaing Workshop,,130,170,,,,,117,109,,,,211
SRP,ERF,Pak-079,"Provision of protection services to older people and persons with disabilities off camp IDPs of terrah valley living in Nowshehra, peshawar and kohat.",Helpage International,INGO,Rural development project,NGO,Protection/ADTF,Number of sensitization session arranged with stakeholders,2-Sep-14,1-Mar-14,Completed,Khyber Pakhtunkhwa,"Kohat, Peshawar and Nowshehra",3,3,Sensitization session with stakholders,,,,,,,,,,,,,211
SRP,ERF,Pak-079,"Provision of protection services to older people and persons with disabilities off camp IDPs of terrah valley living in Nowshehra, peshawar and kohat.",Helpage International,INGO,Rural development project,NGO,Protection/ADTF,Number of PWDs provided with specialized assistance,2-Sep-14,1-Mar-14,Completed,Khyber Pakhtunkhwa,"Kohat, Peshawar and Nowshehra",,190,PWDs advocacy in provision of Mobility aids,,,,,,,,90,100,,,,211
Non SRP,ERF,ERF-DMA-0487-228,"Primary Health Care for Internally Displaced People of Phase 3, Jalozai Camp, Nowshera.",Community Appraisal & Motivation Programme (CAMP),NGO,Community Appraisal & Motivation Programme (CAMP),NGO,Health,Provision of comprehensive primary health care services,10-Mar-14,10-Sep-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,"10,000","1,934",Pax *,615,996,"1,037","1,114","1,157", -   , -   ,696,261,517,460, -   ,218
Non SRP,ERF,ERF-DMA-0487-228,"Primary Health Care for Internally Displaced People of Phase 3, Jalozai Camp, Nowshera.",Community Appraisal & Motivation Programme (CAMP),NGO,Community Appraisal & Motivation Programme (CAMP),NGO,Health,Provision of comprehensive primary health care services,10-Mar-14,10-Sep-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,665,55,Children,615, -   , -   ,343,357, -   , -   , -   , -   ,23,32, -   ,218
Non SRP,ERF,ERF-DMA-0487-228,"Primary Health Care for Internally Displaced People of Phase 3, Jalozai Camp, Nowshera.",Community Appraisal & Motivation Programme (CAMP),NGO,Community Appraisal & Motivation Programme (CAMP),NGO,Health,Provision of comprehensive primary health care services,10-Mar-14,10-Sep-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,400,16,Individuals,615,996,"1,037","1,114","1,157", -   , -   ,5,3,4,4, -   ,218
Non SRP,ERF,ERF-DMA-0487-228,"Primary Health Care for Internally Displaced People of Phase 3, Jalozai Camp, Nowshera.",Community Appraisal & Motivation Programme (CAMP),NGO,Community Appraisal & Motivation Programme (CAMP),NGO,Health,Health promotion and Social Mobilization,10-Mar-14,10-Sep-14,Ongoing,Khyber Pakhtunkhwa,Nowshera, -   ,109,Individuals,615,996,"1,037","1,114","1,157", -   , -   ,44, -   ,65, -   , -   ,218
Non SRP,ERF,ERF-DMA-0487-228,"Primary Health Care for Internally Displaced People of Phase 3, Jalozai Camp, Nowshera.",Community Appraisal & Motivation Programme (CAMP),NGO,Community Appraisal & Motivation Programme (CAMP),NGO,Health,Health promotion and Social Mobilization,10-Mar-14,10-Sep-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,300,50,Session,615,150,150, -   , -   , -   , -   ,31,19, -   , -   , -   ,218
Non SRP,ERF,ERF-DMA-0487-228,"Primary Health Care for Internally Displaced People of Phase 3, Jalozai Camp, Nowshera.",Community Appraisal & Motivation Programme (CAMP),NGO,Community Appraisal & Motivation Programme (CAMP),NGO,Health,Health promotion and Social Mobilization,10-Mar-14,10-Sep-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,"3,600",760,Individuals,615,"1,800","1,800", -   , -   , -   , -   ,491,269, -   , -   , -   ,218
Non SRP,ERF,ERF-DMA-0487-228,"Primary Health Care for Internally Displaced People of Phase 3, Jalozai Camp, Nowshera.",Community Appraisal & Motivation Programme (CAMP),NGO,Community Appraisal & Motivation Programme (CAMP),NGO,Health,Health promotion and Social Mobilization,10-Mar-14,10-Sep-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,650, -   ,kits,615, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,218
Non SRP,Act for Peace,,Shangla Health Project,Church World Service,INGO,Church World Service,INGO,Health,Provision of comprehensive primary health care services,1-Jul-13,30-Jun-14,Ongoing,Khyber Pakhtunkhwa,Shangla,"20,000",,6890,20,25,25,25,25,,"1,496","5,436", -   ,"1,876","1,667",,220
Non SRP,Act for Peace,,Shangla Health Project,Church World Service,INGO,Church World Service,INGO,Health,Provision of comprehensive primary health care services,1-Jul-13,30-Jun-14,Ongoing,Khyber Pakhtunkhwa,Shangla,"20,000",,19273,4,5,5,5,5,,"3,827","5,709","5,135","5,880","6,239",,220
Non SRP,ERF,0487-229,PHC services,EHSAR,NGO,EHSAR,NGO,Health,Provision of comprehensive primary health care services,10-Mar-14,11-Aug-14,Ongoing,FATA,Kurram Agency,"7,800", Individual ,2746,"1,159","4,636","3,164","3,000","2,500",,,"1,377",520,433,417,,403
Non SRP,DIAC,,Emergency Response & Recovery Program for Khyber & Tirrah Valley IDP's,Save the Children,INGO,Community Appraisal & Motivation Programme (CAMP),NGO,Health,Provision of comprehensive primary health care services,15-Jul-13,25-May-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,,,,"8,008","26,000","14,040",,,,"4,749","5,610","2,309","7,961","7,867",,219
Non SRP,UNICEF,PAK/13/205,Provision of Mother and child health services in Jalozai and PHC & CMAM services in Tough Sarai IDP Camp in KPK,UNICEF,UN,CERD,NGO,Health,Health promotion and Social Mobilization,1-Jan-14,30-Jun-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,2,,3,,,,,,,,,,,,,218
Non SRP,UNICEF,PAK/13/205,Provision of Mother and child health services in Jalozai and PHC & CMAM services in Tough Sarai IDP Camp in KPK,UNICEF,UN,CERD,NGO,Health,Health promotion and Social Mobilization,1-Jan-14,30-Jun-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,,,,,,,,,,,,,,,,218
